Restaurant ID,Restaurant Name,Country Code,City,Address,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating text,Votes
15774,Belfrance Luxury Chocolates,1,Ludhiana,Main Market Sarabha Nagar,Cafe Continental Italian Bakery,1100,Indian Rupees(Rs.),No,No,No,3,4.4,Very Good,138
15008,Hot Breads,1,Ludhiana,Main Market Sarabha Nagar,Continental Chinese Italian Bakery,800,Indian Rupees(Rs.),No,No,No,2,4.2,Very Good,261
15321,The Yellow Chilli,1,Ludhiana,Main Market Sarabha Nagar,Mughlai North Indian Chinese,1200,Indian Rupees(Rs.),No,No,No,3,4.4,Very Good,325
15368,Spice Cube,1,Ludhiana,PAU,North Indian Chinese Continental,1000,Indian Rupees(Rs.),No,No,No,3,3.5,Good,116
15853,Barbeque Nation,1,Ludhiana,Rajguru Nagar,North Indian Chinese Continental,1400,Indian Rupees(Rs.),No,No,No,3,3.9,Good,80
15497,Nik Bakers,1,Ludhiana,Sarabha Nagar,Cafe Bakery Desserts,800,Indian Rupees(Rs.),No,No,No,2,4.2,Very Good,210
15091,Aman Chicken,1,Ludhiana,Shastri Nagar,North Indian Mughlai,800,Indian Rupees(Rs.),No,No,No,2,4.6,Excellent,196
15777,District 6,1,Ludhiana,Silver Arc Mall Gurdev Nagar,European Chinese,1600,Indian Rupees(Rs.),No,No,No,3,3.8,Good,53
15717,The BrewMaster - The Mix Fine Dine,1,Ludhiana,Westend Mall Rajguru Nagar,North Indian Continental,1500,Indian Rupees(Rs.),No,No,No,3,3.9,Good,154
3100446,#45,1,Mangalore,Attavar,Cafe,600,Indian Rupees(Rs.),No,No,No,2,3.6,Good,209
3100159,Crave Desserts & Bakes,1,Mangalore,Balmatta,Desserts Bakery,200,Indian Rupees(Rs.),No,No,No,1,3.9,Good,196
3100010,Diesel Cafe,1,Mangalore,Balmatta,American Italian,900,Indian Rupees(Rs.),No,No,No,3,3.8,Good,196
3100145,Froth On Top,1,Mangalore,Balmatta,Chinese Mangalorean,700,Indian Rupees(Rs.),No,No,No,2,3.7,Good,355
3100013,Hao Ming,1,Mangalore,Balmatta,Chinese,600,Indian Rupees(Rs.),No,No,No,2,3.5,Good,280
3100143,Kobe Sizzlers,1,Mangalore,Balmatta,Continental American,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Good,104
3100033,Liquid Lounge,1,Mangalore,Balmatta,Finger Food Continental North Indian,800,Indian Rupees(Rs.),No,No,No,3,3.8,Good,290
3100153,Maharaja Restaurant,1,Mangalore,Balmatta,South Indian North Indian,700,Indian Rupees(Rs.),No,No,No,2,3.6,Good,275
3100142,Giri Manja's,1,Mangalore,Bhavathi,Seafood,500,Indian Rupees(Rs.),No,No,No,2,4.2,Very Good,281
3100030,Kabab Studio,1,Mangalore,Goldfinch Hotel Balmatta,North Indian Mughlai,1500,Indian Rupees(Rs.),No,No,No,4,3.5,Good,183
18237384,Brio Cafe and Grill,1,Mangalore,Hampankatta,Cafe Continental,500,Indian Rupees(Rs.),No,No,No,2,3.6,Good,84
3100008,Gajalee Sea Food,1,Mangalore,Kadri,Seafood North Indian,750,Indian Rupees(Rs.),No,No,No,3,3.9,Good,257
3100148,Smoke N Oven,1,Mangalore,Kadri,Pizza Italian,600,Indian Rupees(Rs.),No,No,No,2,3.5,Good,127
3100044,Village Restaurant,1,Mangalore,Kadri,Chinese Continental North Indian Mughlai,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Good,260
3100441,Barbeque Nation,1,Mangalore,Kankanady,North Indian Chinese,1600,Indian Rupees(Rs.),No,No,No,4,3.7,Good,193
3100302,Machali,1,Mangalore,Kodailbail,Seafood,800,Indian Rupees(Rs.),No,No,No,3,4.1,Very Good,245
3100422,Punjab Da Pind,1,Mangalore,KS Rao Nagar,North Indian Mughlai Chinese Mangalorean,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Good,173
3100014,Sizzler's Ranch,1,Mangalore,Lalbagh,Continental,700,Indian Rupees(Rs.),No,No,No,2,3.8,Good,328
3100448,Spindrift,1,Mangalore,Lalbagh,North Indian Italian Finger Food,700,Indian Rupees(Rs.),No,No,No,2,3.9,Good,156
3100017,Sagar Ratna,1,Mangalore,The Ocean Pearl Kodailbail,South Indian North Indian Chinese,500,Indian Rupees(Rs.),No,No,No,2,3.7,Good,175
18424018,The Shooters Cafe,1,Mohali,Sector 70,Continental North Indian,550,Indian Rupees(Rs.),No,Yes,No,2,4.3,Very Good,99
35217,Joey's Pizza,1,Mumbai,Azad Nagar,Pizza,800,Indian Rupees(Rs.),No,No,No,2,4,Very Good,5145
18447068,Cafe Hydro,1,Mumbai,Borivali East,Asian,1000,Indian Rupees(Rs.),No,No,No,3,4,Very Good,156
18458563,The American Joint,1,Mumbai,Borivali West,Healthy Food American Burger Salad,850,Indian Rupees(Rs.),Yes,No,No,2,3.4,Average,170
18075122,The Fusion Kitchen,1,Mumbai,Borivali West,North Indian Italian Chinese Mexican,1000,Indian Rupees(Rs.),Yes,Yes,No,3,4.7,Excellent,2083
18233317,145 Kala Ghoda,1,Mumbai,Fort,Fast Food Beverages Desserts,1500,Indian Rupees(Rs.),No,No,No,3,4.2,Very Good,1606
18237753,Tea Villa Cafe,1,Mumbai,Hill Road Bandra West,Cafe Italian Desserts Fast Food Chinese Tea,1000,Indian Rupees(Rs.),Yes,Yes,No,3,4.1,Very Good,2040
18388642,Grandmama's Cafe,1,Mumbai,Juhu,Continental Italian,1100,Indian Rupees(Rs.),No,No,No,3,3.8,Good,617
18463285,Mumbai Vibe,1,Mumbai,Linking Road Bandra West,Cafe Continental North Indian Italian Chinese Bakery Desserts Finger Food,1000,Indian Rupees(Rs.),Yes,No,No,3,3.8,Good,146
16527711,The Rolling Pin,1,Mumbai,Lower Parel,Bakery Desserts Cafe,700,Indian Rupees(Rs.),No,Yes,No,2,3.9,Good,2076
18313566,Farzi Cafe,1,Mumbai,Lower Parel,Modern Indian,1500,Indian Rupees(Rs.),No,No,No,3,4.3,Very Good,1240
49003,SpiceKlub,1,Mumbai,Lower Parel,North Indian,1500,Indian Rupees(Rs.),No,Yes,No,3,4.2,Very Good,3370
18441580,Tea Villa Cafe,1,Mumbai,Majiwada Thane West,Cafe Italian Desserts Fast Food Chinese Tea,1000,Indian Rupees(Rs.),Yes,No,No,3,3.9,Good,317
34757,Joey's Pizza,1,Mumbai,Malad West,Pizza,800,Indian Rupees(Rs.),No,Yes,No,2,4.5,Excellent,2662
18408295,Stacks And Racks,1,Mumbai,Malad West,American Burger Fast Food,500,Indian Rupees(Rs.),No,No,No,2,4.6,Excellent,413
18216876,The English Department Bar & Diner,1,Mumbai,Malad West,Italian Continental Mexican Japanese American British,1500,Indian Rupees(Rs.),Yes,No,No,3,3.9,Good,885
17806994,Mirchi And Mime,1,Mumbai,Powai,North Indian South Indian Mughlai,1500,Indian Rupees(Rs.),No,No,No,3,4.9,Excellent,3244
18435740,38 Degree East,1,Mumbai,Powai,North Indian Chinese Thai,1000,Indian Rupees(Rs.),Yes,No,No,3,3.8,Good,181
18318116,R' ADDA,1,Mumbai,Ramee Guestline Hotel Juhu,Street Food Burger Desserts Italian Pizza North Indian European Finger Food,1200,Indian Rupees(Rs.),No,No,No,3,4,Very Good,536
18270976,Tea Villa Cafe,1,Mumbai,Versova Andheri West,Cafe Italian Desserts Fast Food Chinese Tea,1000,Indian Rupees(Rs.),Yes,Yes,No,3,4.1,Very Good,1295
49486,Tea Villa Cafe,1,Mumbai,Vile Parle East,Cafe Italian Desserts Fast Food Chinese Tea,1000,Indian Rupees(Rs.),Yes,Yes,No,3,3.6,Good,1515
3600252,Hotel RRR Mysore,1,Mysore,Chamrajpura,Andhra,290,Indian Rupees(Rs.),No,No,No,1,3.4,Average,139
3600265,Jalpaan Dining Saga,1,Mysore,Chamrajpura,North Indian Chinese Italian,900,Indian Rupees(Rs.),No,No,No,3,3.7,Good,172
3600375,The Old House,1,Mysore,Chamrajpura,Italian,800,Indian Rupees(Rs.),No,No,No,3,3.9,Good,264
3600015,Vinayaka Mylari,1,Mysore,Doora,South Indian,300,Indian Rupees(Rs.),No,No,No,1,4.2,Very Good,392
3600012,Empire Restaurant,1,Mysore,Gokulam,North Indian Andhra Mughlai,500,Indian Rupees(Rs.),No,No,No,2,3.7,Good,393
3600013,Green Leaf,1,Mysore,Gokulam,North Indian Chinese South Indian,400,Indian Rupees(Rs.),No,No,No,2,3.5,Good,214
3600071,Pakva Lounge,1,Mysore,Gokulam,Italian North Indian South Indian,650,Indian Rupees(Rs.),No,No,No,2,3.7,Good,262
3600192,Spring - Radisson Blu Plaza,1,Mysore,Ittige Gudu,Continental North Indian South Indian,1700,Indian Rupees(Rs.),No,No,No,4,3.8,Good,162
3600119,Big Chicken,1,Mysore,Jayalakhsmipuram,North Indian Chinese,500,Indian Rupees(Rs.),No,No,No,2,3.5,Good,160
3600352,Barbeque Nation,1,Mysore,Jayalakhsmipuram,North Indian European Mediterranean,1600,Indian Rupees(Rs.),No,No,No,4,4,Very Good,286
3600009,Pizza Hut,1,Mysore,Jayalakhsmipuram,Pizza Italian,700,Indian Rupees(Rs.),No,No,No,2,4,Very Good,304
3600361,Tandooriwala,1,Mysore,Kuvempunagar,North Indian,700,Indian Rupees(Rs.),No,No,No,2,3.5,Good,127
3600148,Jungle The Restaurant,1,Mysore,Pai Hotels Doora,North Indian Continental Chinese,1000,Indian Rupees(Rs.),No,No,No,3,3.7,Good,132
3600436,The Barge Restaurant,1,Mysore,Vijay Nagar,Continental Chinese North Indian,1500,Indian Rupees(Rs.),No,No,No,4,3.3,Average,11
3600008,By The Way,1,Mysore,Vijay Nagar,North Indian Chinese South Indian,650,Indian Rupees(Rs.),No,No,No,2,3.6,Good,190
3600354,Cafe Cornucopia,1,Mysore,Vijay Nagar,Cafe Continental European Beverages,700,Indian Rupees(Rs.),No,No,No,2,3.6,Good,140
3600285,Mezzaluna,1,Mysore,Vijay Nagar,Continental South Indian,650,Indian Rupees(Rs.),No,No,No,2,3.8,Good,249
3600072,Nanking,1,Mysore,Vijay Nagar,Chinese Thai,550,Indian Rupees(Rs.),No,No,No,2,3.7,Good,208
3600022,Oyster Bay,1,Mysore,Vijay Nagar,North Indian Asian Continental,1000,Indian Rupees(Rs.),No,No,No,3,3.6,Good,270
3600014,Purple Haze,1,Mysore,Vijay Nagar,Finger Food,1200,Indian Rupees(Rs.),No,No,No,3,3.7,Good,183
3301308,House of Caffeine,1,Nagpur,Bajaj Nagar,Fast Food,500,Indian Rupees(Rs.),No,No,No,2,3.3,Average,27
3300780,Hide Out The Street Cafe,1,Nagpur,Bajaj Nagar,Cafe,250,Indian Rupees(Rs.),No,No,No,1,3.8,Good,73
3301236,Tapri The Chai Books Cafe,1,Nagpur,Bajaj Nagar,Continental Fast Food Tea,250,Indian Rupees(Rs.),No,No,No,1,3.9,Good,26
3300369,Eat Street Express,1,Nagpur,Bajaj Nagar,North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,4,Very Good,103
3301013,Zaikart,1,Nagpur,Bajaj Nagar,North Indian Mughlai,550,Indian Rupees(Rs.),No,Yes,No,2,4.3,Very Good,88
3300741,Cafe Zinea,1,Nagpur,Civil Lines,Cafe Chinese Fast Food Italian,400,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,201
3300138,Checker's,1,Nagpur,Civil Lines,Fast Food Chinese,550,Indian Rupees(Rs.),No,Yes,No,2,4,Very Good,185
3300949,The B.A.W.A,1,Nagpur,Civil Lines,Cafe,600,Indian Rupees(Rs.),No,Yes,No,2,4.2,Very Good,164
3300065,FSB,1,Nagpur,Dhantoli,Continental North Indian Thai Chinese,1100,Indian Rupees(Rs.),No,No,No,3,4.3,Very Good,270
3300416,NESCAFÌä Illusions,1,Nagpur,Dharampeth,Cafe,350,Indian Rupees(Rs.),No,No,No,2,3.9,Good,140
3301169,Nineties,1,Nagpur,Dharampeth,Cafe Fast Food,250,Indian Rupees(Rs.),No,Yes,No,1,3.9,Good,19
3300061,Mocha,1,Nagpur,Dharampeth,Cafe Continental,750,Indian Rupees(Rs.),No,Yes,No,3,4,Very Good,284
3300107,The Zuree Urban Kitchen,1,Nagpur,Mohan Nagar,North Indian Italian Continental,1200,Indian Rupees(Rs.),No,Yes,No,3,4.4,Very Good,257
3300058,The Breakfast Story,1,Nagpur,Pratap Nagar,Cafe,600,Indian Rupees(Rs.),No,No,No,2,4.5,Excellent,520
3300057,Ten Downing Street Restaurant & Bar,1,Nagpur,Ramdaspeth,Chinese Continental North Indian,1000,Indian Rupees(Rs.),No,No,No,3,4,Very Good,306
3300041,Ashoka Restaurant,1,Nagpur,Sadar,North Indian Chinese Continental,1300,Indian Rupees(Rs.),No,Yes,No,3,4.2,Very Good,275
3300958,Barbeque Nation,1,Nagpur,Sitabuldi,North Indian European Mediterranean,1600,Indian Rupees(Rs.),No,No,No,4,4.9,Excellent,226
3300707,KFC,1,Nagpur,Sitabuldi,American Fast Food,550,Indian Rupees(Rs.),No,Yes,No,2,2.2,Poor,147
3300070,Moksh The Restro Lounge,1,Nagpur,Sitabuldi,Seafood Chinese Thai,1000,Indian Rupees(Rs.),No,No,No,3,4,Very Good,100
3301035,Mainland China,1,Nagpur,Vivekanand Nagar,Chinese,1000,Indian Rupees(Rs.),No,No,No,3,3.8,Good,45
1600227,Divtya Budhlya Wada Restaurant,1,Nashik,Anand Wali Goan,Maharashtrian,400,Indian Rupees(Rs.),No,No,No,2,3.8,Good,76
1600280,Spice Route,1,Nashik,Anand Wali Goan,North Indian Maharashtrian,1000,Indian Rupees(Rs.),No,No,No,4,3.6,Good,91
1600169,Veg Aroma,1,Nashik,Anand Wali Goan,North Indian,600,Indian Rupees(Rs.),No,No,No,3,3.6,Good,125
1600109,Eastern Spice,1,Nashik,Bon Vivant College Road,North Indian,800,Indian Rupees(Rs.),No,No,No,3,3.5,Good,140
1600108,The Bake Studio,1,Nashik,Bon Vivant College Road,Cafe Desserts,400,Indian Rupees(Rs.),No,No,No,2,3.6,Good,86
1600258,Barbeque Nation,1,Nashik,City Center Parijat Nagar,North Indian European Mediterranean Asian,1500,Indian Rupees(Rs.),No,No,No,4,3.8,Good,117
1600252,Chai Tapri,1,Nashik,College Road,Cafe,150,Indian Rupees(Rs.),No,No,No,1,3.4,Average,86
1600007,Curry Leaves,1,Nashik,College Road,North Indian Chinese Fast Food,600,Indian Rupees(Rs.),No,No,No,3,3.4,Average,162
1600053,Enter The Dragon,1,Nashik,College Road,Chinese,700,Indian Rupees(Rs.),No,No,No,3,3.4,Average,177
1600326,The Cafe Katta,1,Nashik,College Road,Cafe,600,Indian Rupees(Rs.),No,No,No,3,3.3,Average,15
1600307,White X Sky Lounge,1,Nashik,College Road,North Indian,800,Indian Rupees(Rs.),No,No,No,3,3.4,Average,24
1600219,12212,1,Nashik,College Road,Fast Food,400,Indian Rupees(Rs.),No,No,No,2,3.5,Good,80
1600067,Al Arabian Express,1,Nashik,College Road,Mughlai,500,Indian Rupees(Rs.),No,No,No,3,3.7,Good,162
1600039,RiverDine Restaurant & Bar,1,Nashik,College Road,North Indian Chinese,500,Indian Rupees(Rs.),No,No,No,3,3.5,Good,166
1600029,Barbeque Ville,1,Nashik,Parijat Nagar,North Indian,1100,Indian Rupees(Rs.),No,No,No,4,3.8,Good,164
1600292,Little Italy,1,Nashik,Satpur,Italian,800,Indian Rupees(Rs.),No,No,No,3,3,Average,25
1600298,Soma at Sula,1,Nashik,Satpur,North Indian,1000,Indian Rupees(Rs.),No,No,No,4,3.3,Average,33
1600095,Hotel Radhakrishna,1,Nashik,Satpur,Malwani North Indian Chinese Seafood,400,Indian Rupees(Rs.),No,No,No,2,3.5,Good,77
1600205,Sadhana Restaurant,1,Nashik,Satpur,Maharashtrian,100,Indian Rupees(Rs.),No,No,No,1,3.9,Good,218
1600212,House Of Flavours,1,Nashik,SSK Solitaire Satpur,North Indian Chinese Continental,900,Indian Rupees(Rs.),No,No,No,3,3.4,Average,71
18287358,Food Cloud,1,New Delhi,Aaya Nagar,Cuisine Varies,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,2
18216944,Burger.in,1,New Delhi,Adchini,Fast Food,350,Indian Rupees(Rs.),No,Yes,No,1,3.2,Average,46
313333,Days of the Raj,1,New Delhi,Adchini,North Indian Seafood Continental,1500,Indian Rupees(Rs.),Yes,Yes,No,3,3.4,Average,45
18384127,Dilli Ka Dhaba,1,New Delhi,Adchini,South Indian North Indian,500,Indian Rupees(Rs.),No,No,No,2,2.6,Average,11
582,Govardhan,1,New Delhi,Adchini,South Indian North Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,238
18414465,Mezbaan Grills,1,New Delhi,Adchini,Mughlai,400,Indian Rupees(Rs.),No,No,No,1,3.1,Average,8
304243,Say Cheese,1,New Delhi,Adchini,Fast Food,400,Indian Rupees(Rs.),No,Yes,No,1,2.7,Average,64
3554,Southy,1,New Delhi,Adchini,South Indian,450,Indian Rupees(Rs.),No,Yes,No,1,2.6,Average,113
18369872,Monosoz,1,New Delhi,Adchini,Pizza,300,Indian Rupees(Rs.),No,Yes,No,1,3.7,Good,66
948,Waves,1,New Delhi,Adchini,North Indian Chinese,1500,Indian Rupees(Rs.),Yes,Yes,No,3,3.5,Good,141
2853,Delhi Darbar,1,New Delhi,Adchini,Chinese North Indian,500,Indian Rupees(Rs.),No,No,No,2,2.2,Poor,77
18433900,Chateau,1,New Delhi,Adchini,Mediterranean Italian,1600,Indian Rupees(Rs.),Yes,No,No,3,4,Very Good,40
18425159,Nariyal Cafe,1,New Delhi,Adchini,Continental Seafood Goan Andhra Kerala Thai,1200,Indian Rupees(Rs.),Yes,No,No,3,4.2,Very Good,46
310958,Rustom's Parsi Bhonu,1,New Delhi,Adchini,Parsi,1500,Indian Rupees(Rs.),Yes,Yes,No,3,4.2,Very Good,665
18334443,BarShala,1,New Delhi,Aditya Mega Mall Karkardooma,Finger Food,600,Indian Rupees(Rs.),No,No,No,2,3.2,Average,31
18255141,Chawla'så_,1,New Delhi,Aditya Mega Mall Karkardooma,North Indian Mughlai,800,Indian Rupees(Rs.),Yes,Yes,No,2,3.4,Average,32
197,Domino's Pizza,1,New Delhi,Aditya Mega Mall Karkardooma,Pizza Fast Food,700,Indian Rupees(Rs.),No,No,No,2,2.8,Average,83
308235,Sultanat,1,New Delhi,Aditya Mega Mall Karkardooma,North Indian Chinese Continental,1000,Indian Rupees(Rs.),Yes,Yes,No,3,3.7,Good,288
18258757,Bella Italia,1,New Delhi,Aerocity,Fast Food Italian Pizza,550,Indian Rupees(Rs.),No,No,No,2,3.2,Average,33
307383,Clever Fox Cafe,1,New Delhi,Aerocity,North Indian Continental Chinese,900,Indian Rupees(Rs.),Yes,No,No,2,3.2,Average,26
18386746,365 Naturals,1,New Delhi,Aerocity,Continental North Indian Fast Food Street Food South Indian,600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,2
18337885,Tpot,1,New Delhi,Aerocity,Cafe,800,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
310491,4 on 44 Restaurant & Bar,1,New Delhi,Aggarwal City Mall Pitampura,North Indian Chinese,1000,Indian Rupees(Rs.),Yes,Yes,No,3,2.6,Average,49
18337789,Rambhog,1,New Delhi,Aggarwal City Mall Pitampura,Street Food Mithai,200,Indian Rupees(Rs.),No,No,No,1,3.3,Average,13
18222573,Selfie Lounge Restro & Bar,1,New Delhi,Aggarwal City Mall Pitampura,North Indian Chinese,1500,Indian Rupees(Rs.),Yes,Yes,No,3,3.2,Average,64
3370,BTW,1,New Delhi,Aggarwal City Plaza Rohini,Street Food South Indian Mithai,400,Indian Rupees(Rs.),No,No,No,1,3.4,Average,167
307439,Chilli Pepper,1,New Delhi,Aggarwal City Plaza Rohini,North Indian Chinese,900,Indian Rupees(Rs.),Yes,Yes,No,2,3.3,Average,99
1078,Pizza Hut,1,New Delhi,Aggarwal City Plaza Rohini,Italian Pizza Fast Food,1000,Indian Rupees(Rs.),No,Yes,No,3,2.6,Average,125
9340,Puri Bakers,1,New Delhi,Aggarwal City Plaza Rohini,Bakery Fast Food,300,Indian Rupees(Rs.),No,No,No,1,3.7,Good,124
306761,Jaiveer Naan & Chaap,1,New Delhi,Aggarwal City Plaza Rohini,North Indian Fast Food,500,Indian Rupees(Rs.),No,Yes,No,2,2.2,Poor,79
7580,Aggarwal's Sweets Paradise,1,New Delhi,Alaknanda,Mithai North Indian South Indian Street Food,400,Indian Rupees(Rs.),No,No,No,1,2.9,Average,8
7584,Bikaner Sweets,1,New Delhi,Alaknanda,Mithai Street Food,200,Indian Rupees(Rs.),No,No,No,1,3.3,Average,20
7582,Cafe Coffee Day,1,New Delhi,Alaknanda,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3.2,Average,23
18351495,Cakeophony By Sonali,1,New Delhi,Alaknanda,Bakery,400,Indian Rupees(Rs.),No,No,No,1,3.4,Average,19
7594,Chandra Sweets,1,New Delhi,Alaknanda,Mithai North Indian South Indian Street Food,400,Indian Rupees(Rs.),No,No,No,1,3,Average,7
7583,Chhotu Mashhoor Kathi Roll,1,New Delhi,Alaknanda,Fast Food,150,Indian Rupees(Rs.),No,No,No,1,2.7,Average,11
7610,Green Chick Chop,1,New Delhi,Alaknanda,Raw Meats North Indian Fast Food,350,Indian Rupees(Rs.),No,No,No,1,3.2,Average,35
18412603,Lazeez Restaurant,1,New Delhi,Alaknanda,Chinese North Indian Italian Mughlai,600,Indian Rupees(Rs.),No,Yes,No,2,3,Average,11
7639,Madhuvan Chinese Fast Food,1,New Delhi,Alaknanda,Chinese,300,Indian Rupees(Rs.),No,Yes,No,1,2.5,Average,32
18441545,Mr Wong,1,New Delhi,Alaknanda,Chinese Thai,800,Indian Rupees(Rs.),No,Yes,No,2,3.2,Average,10
9971,Mughlai Shahi Rasoi,1,New Delhi,Alaknanda,North Indian Mughlai,600,Indian Rupees(Rs.),No,No,No,2,3.2,Average,23
18451572,Mumbai Central Street Food,1,New Delhi,Alaknanda,Street Food Fast Food Beverages,400,Indian Rupees(Rs.),No,No,No,1,3.1,Average,7
7593,Neha's Treat,1,New Delhi,Alaknanda,Chinese,450,Indian Rupees(Rs.),No,No,No,1,2.9,Average,42
301440,New Bakers Shoppee,1,New Delhi,Alaknanda,Bakery Fast Food,200,Indian Rupees(Rs.),No,No,No,1,3.2,Average,21
7585,Pant  Ice Cream Parlour,1,New Delhi,Alaknanda,Desserts Ice Cream,150,Indian Rupees(Rs.),No,No,No,1,3.3,Average,16
306531,PM 2 AM Food Bank,1,New Delhi,Alaknanda,North Indian,500,Indian Rupees(Rs.),No,Yes,Yes,2,2.5,Average,37
18354658,Punjabi Chaap Corner,1,New Delhi,Alaknanda,North Indian,250,Indian Rupees(Rs.),No,No,No,1,2.9,Average,4
18337782,Sartaj Food Corner,1,New Delhi,Alaknanda,North Indian South Indian Chinese,500,Indian Rupees(Rs.),No,Yes,No,2,2.8,Average,7
18258759,The Sugar Therapy,1,New Delhi,Alaknanda,Bakery Desserts,450,Indian Rupees(Rs.),No,No,No,1,3.4,Average,22
18057805,Biryani Binge,1,New Delhi,Alaknanda,North Indian Biryani,600,Indian Rupees(Rs.),No,Yes,No,2,3.9,Good,97
3428,City of Joy,1,New Delhi,Alaknanda,Bengali,800,Indian Rupees(Rs.),No,No,No,2,3.9,Good,452
18425771,Letz Roll,1,New Delhi,Alaknanda,Ice Cream Desserts,250,Indian Rupees(Rs.),No,No,No,1,3.6,Good,14
18304836,Nukkad,1,New Delhi,Alaknanda,Chinese Mughlai North Indian,650,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,82
18311951,#InstaFreeze,1,New Delhi,Alaknanda,Ice Cream,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18401128,Aahar Meat and Chicken Shop,1,New Delhi,Alaknanda,Raw Meats Fast Food,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18354667,Food Cafe,1,New Delhi,Alaknanda,South Indian North Indian Chinese,350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18431379,Lazeez Restaurant,1,New Delhi,Alaknanda,Chinese North Indian Mughlai Pizza,500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,1
18311953,Lemon Chick,1,New Delhi,Alaknanda,North Indian,500,Indian Rupees(Rs.),No,Yes,No,2,0,Not rated,2
18361522,Punjabi Chaap Corner,1,New Delhi,Alaknanda,Fast Food North Indian,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18425780,Purani Dilli Foods,1,New Delhi,Alaknanda,Mughlai,600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,1
18489513,Tandoori Kebab,1,New Delhi,Alaknanda,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
306795,Shree Rathnam,1,New Delhi,Alaknanda,South Indian North Indian Chinese,800,Indian Rupees(Rs.),No,Yes,No,2,2.4,Poor,31
7249,Alaturka,1,New Delhi,Ambience Mall Vasant Kunj,Turkish,600,Indian Rupees(Rs.),No,Yes,No,2,2.5,Average,100
7246,Amici Gourmet Pizza,1,New Delhi,Ambience Mall Vasant Kunj,Pizza Italian,800,Indian Rupees(Rs.),No,Yes,No,2,3.1,Average,230
310723,Burger King,1,New Delhi,Ambience Mall Vasant Kunj,Burger Fast Food,500,Indian Rupees(Rs.),No,Yes,No,2,3.2,Average,458
7253,Kylin Express,1,New Delhi,Ambience Mall Vasant Kunj,Asian Chinese,700,Indian Rupees(Rs.),No,No,No,2,2.6,Average,176
18180041,Big Fat Sandwich,1,New Delhi,Ambience Mall Vasant Kunj,American,800,Indian Rupees(Rs.),Yes,Yes,No,2,3.5,Good,232
18434414,Fashion Tv Cafe,1,New Delhi,Ambience Mall Vasant Kunj,Continental Chinese North Indian,2200,Indian Rupees(Rs.),Yes,No,No,4,3.6,Good,27
4905,Kylin Skybar,1,New Delhi,Ambience Mall Vasant Kunj,Chinese Japanese Thai Malaysian Vietnamese Asian,2200,Indian Rupees(Rs.),Yes,No,No,4,3.6,Good,210
18421232,Lemon Drops,1,New Delhi,Ambience Mall Vasant Kunj,North Indian South Indian,500,Indian Rupees(Rs.),No,No,No,2,3.9,Good,44
7228,Punjabi By Nature Express,1,New Delhi,Ambience Mall Vasant Kunj,North Indian Street Food Mughlai,600,Indian Rupees(Rs.),No,No,No,2,3.5,Good,206
7068,Red Mango,1,New Delhi,Ambience Mall Vasant Kunj,Cafe Desserts,700,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,185
302152,Starbucks,1,New Delhi,Ambience Mall Vasant Kunj,Cafe,700,Indian Rupees(Rs.),No,No,No,2,3.7,Good,256
312300,Peninsular Kitchen,1,New Delhi,Ambience Mall Vasant Kunj,Seafood South Indian Andhra Hyderabadi Goan,1500,Indian Rupees(Rs.),Yes,Yes,No,3,4.2,Very Good,336
5565,Mithapur,1,New Delhi,Anand Lok,Chinese Fast Food North Indian South Indian,450,Indian Rupees(Rs.),No,No,No,1,3.4,Average,280
307113,Diggin,1,New Delhi,Anand Lok,Italian Continental Cafe,1400,Indian Rupees(Rs.),Yes,Yes,No,3,4.2,Very Good,2131
6258,Aggarwal Sweet India,1,New Delhi,Anand Vihar,Fast Food North Indian Chinese Desserts,200,Indian Rupees(Rs.),No,No,No,1,2.8,Average,13
6094,Banzara's,1,New Delhi,Anand Vihar,Chinese Fast Food,400,Indian Rupees(Rs.),No,No,No,1,3.1,Average,38
304592,Bobby Tikki Wala,1,New Delhi,Anand Vihar,Street Food,150,Indian Rupees(Rs.),No,No,No,1,2.8,Average,69
18421481,Chennai Junction,1,New Delhi,Anand Vihar,South Indian,500,Indian Rupees(Rs.),No,No,No,2,3.3,Average,11
